content,user,replyCount,retweetCount,likeCount,quoteCount,lang,hashtags
#Food #supplements tailored to you. Better #health is an individual matter. It's not a jigsaw game. Discover for yourself: https://t.co/oK6E1RcFFw,"{'username': 'janiskrauklis44', 'id': 1568828833507196928, 'displayname': 'janis krauklis', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 9, 11, 5, 9, 3, tzinfo=datetime.timezone.utc), 'followersCount': 2, 'friendsCount': 27, 'statusesCount': 395, 'favouritesCount': 107, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1568834662876807170/s96TRExX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1568828833507196928/1662874307', 'label': None}",0,0,0,0,en,"['Food', 'supplements', 'health']"
"Every child should grow with love and care. Let’s make the lives of the little ones happy and healthy. Happy Children’s Day! 

#ChildrensDay #food #invest #Reels #ChildrensDay2022 #ChildrensDaySpecial #GuruGram #Trainrestaurant #Gurgaon #trainrestaurantgurugram #socialbrainz https://t.co/3585reivMB","{'username': 'TrainRestGGM', 'id': 1524327165700935681, 'displayname': 'Train Restaurant GuruGram', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 11, 9, 55, 14, tzinfo=datetime.timezone.utc), 'followersCount': 11, 'friendsCount': 2, 'statusesCount': 92, 'favouritesCount': 4, 'listedCount': 0, 'mediaCount': 91, 'location': 'GuruGram', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1524327397394292737/tmySGdbG_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1524327165700935681/1652278479', 'label': None}",0,0,0,0,en,"['ChildrensDay', 'food', 'invest', 'Reels', 'ChildrensDay2022', 'ChildrensDaySpecial', 'GuruGram', 'Trainrestaurant', 'Gurgaon', 'trainrestaurantgurugram', 'socialbrainz']"
Buona colazione. Vi piace il burro di arachidi è sano e vi darà tanta energia 🥰. In più è fatto in casa https://t.co/wdx21OiYOF #food #mondaythoughts #MondayMotivation #FelizLunes #Buongiorno #blogger #foodblogger #FoodieBeauty #14november https://t.co/CvAqgTqOQo,"{'username': 'OriettasRecipes', 'id': 736916708682792960, 'displayname': ""Orietta's Recipes"", 'description': 'Ig:\ninstagram.com/oriettasrecipes\n\n\nFb:\nfacebook.com/Oriettas-Recip…\n\n\n📧: oriettambrogno73@gmail.com', 'rawDescription': 'Ig:\nhttps://t.co/icIRwtHH96\n\n\nFb:\nhttps://t.co/cUokDxxHgW\n\n\n📧: oriettambrogno73@gmail.com', 'descriptionUrls': [{'text': 'instagram.com/oriettasrecipes', 'url': 'https://www.instagram.com/oriettasrecipes', 'tcourl': 'https://t.co/icIRwtHH96', 'indices': (4, 27)}, {'text': 'facebook.com/Oriettas-Recip…', 'url': 'https://www.facebook.com/Oriettas-Recipes-100438141378771/', 'tcourl': 'https://t.co/cUokDxxHgW', 'indices': (34, 57)}], 'verified': False, 'created': datetime.datetime(2016, 5, 29, 13, 46, 49, tzinfo=datetime.timezone.utc), 'followersCount': 7850, 'friendsCount': 1109, 'statusesCount': 50667, 'favouritesCount': 482791, 'listedCount': 89, 'mediaCount': 8028, 'location': '', 'protected': False, 'linkUrl': 'http://oriettasrecipes.blogspot.it/', 'linkTcourl': 'https://t.co/EAbtMguqYu', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1522600196080865281/u4t3rY8p_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/736916708682792960/1546701473', 'label': None}",0,1,2,0,it,"['food', 'mondaythoughts', 'MondayMotivation', 'FelizLunes', 'Buongiorno', 'blogger', 'foodblogger', 'FoodieBeauty', '14november']"
"[Banana leaf rice] This Indian #Food is so ...
 
https://t.co/ShfFFQTqJq
 
#BananaLeaf #BananaLeafCurry #BananaLeafCurryFishHead https://t.co/Hkt3SAzMvw","{'username': 'alojapan', 'id': 158961162, 'displayname': 'ALO JAPAN', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 6, 24, 3, 3, 27, tzinfo=datetime.timezone.utc), 'followersCount': 1319, 'friendsCount': 702, 'statusesCount': 70935, 'favouritesCount': 0, 'listedCount': 4, 'mediaCount': 70896, 'location': '', 'protected': False, 'linkUrl': 'https://www.alojapan.com/', 'linkTcourl': 'https://t.co/eEfMUMN3IQ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1035379582768050177/-EZ38aG-_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,en,"['Food', 'BananaLeaf', 'BananaLeafCurry', 'BananaLeafCurryFishHead']"
Can type 2 Diabetes be reversed with food and diet changes? - Times Food: Thai Food RecipesJain RecipesChinese RecipesAsian RecipesBengali Food RecipesPunjabi RecipesMughlai RecipesItalian Food RecipesMexican ... https://t.co/YS9nsr6wUL #Italian #food #recipes #JHE,"{'username': 'JustHungryE', 'id': 1271064534699163649, 'displayname': 'Just Hungry Everyday', 'description': 'Are you Just Hungry Everyday?\n\nFeed yourself here with daily meals, tips, tricks and great food. We cover a wide range of Cuisine styles including Fusion, Keto,', 'rawDescription': 'Are you Just Hungry Everyday?\n\nFeed yourself here with daily meals, tips, tricks and great food. We cover a wide range of Cuisine styles including Fusion, Keto,', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 6, 11, 13, 3, 59, tzinfo=datetime.timezone.utc), 'followersCount': 44, 'friendsCount': 17, 'statusesCount': 27311, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 4, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1271065749092777985/9i2FKoT1_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1271064534699163649/1591880896', 'label': None}",0,0,0,0,en,"['Italian', 'food', 'recipes', 'JHE']"
#Food #supplements tailored to you. Better #health is an individual matter. It's not a jigsaw game. Discover for yourself: https://t.co/gIbgR9IF2w,"{'username': 'AGlobalBusiness', 'id': 1568951540135739392, 'displayname': 'krists berzins', 'description': 'ag  global business group', 'rawDescription': 'ag  global business group', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 9, 11, 13, 16, 34, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 29, 'statusesCount': 310, 'favouritesCount': 40, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1568954132744093699/TFWr4B2w_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1568951540135739392/1662902791', 'label': None}",0,0,0,0,en,"['Food', 'supplements', 'health']"
"The feeling of Christmas! It's too early, but I like it.
#food #coffee #daily #afternoontea https://t.co/GSpA6brXeH","{'username': 'JackQiu33134345', 'id': 1125678014065332224, 'displayname': 'NEW NEWTON(TAIZHOU)FORKLIFT TRUCK CO.,LTD', 'description': 'Forklift manufactures with 15 years of forklift manufacturing and R&D experience.Forklift truck manufacturers with advanced production equipment and perfect tec', 'rawDescription': 'Forklift manufactures with 15 years of forklift manufacturing and R&D experience.Forklift truck manufacturers with advanced production equipment and perfect tec', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 5, 7, 8, 25, 27, tzinfo=datetime.timezone.utc), 'followersCount': 22, 'friendsCount': 45, 'statusesCount': 397, 'favouritesCount': 107, 'listedCount': 0, 'mediaCount': 175, 'location': '', 'protected': False, 'linkUrl': 'https://www.forkliftmanufacture.com/', 'linkTcourl': 'https://t.co/VVpXAUHcWA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1125678103928250368/ogwZo7d8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1125678014065332224/1557218114', 'label': None}",0,0,0,0,en,"['food', 'coffee', 'daily', 'afternoontea']"
"Hello everyone,
Support to provide #food and #education for the #homeless poor kids in India, For any #support visit here: https://t.co/QoMZRBYpGs 🙏","{'username': 'feedthepoor6', 'id': 1386862333545172998, 'displayname': 'Lalitha Sampathi', 'description': ""My name is #Lalitha, I'm #feeding the #homeless #poor kids who are #suffering from #hunger due to #poverty. You can support here: bit.ly/HelpForFood 🙏"", 'rawDescription': ""My name is #Lalitha, I'm #feeding the #homeless #poor kids who are #suffering from #hunger due to #poverty. You can support here: https://t.co/vL8B6OGpKV 🙏"", 'descriptionUrls': [{'text': 'bit.ly/HelpForFood', 'url': 'http://bit.ly/HelpForFood', 'tcourl': 'https://t.co/vL8B6OGpKV', 'indices': (130, 153)}], 'verified': False, 'created': datetime.datetime(2021, 4, 27, 1, 59, 8, tzinfo=datetime.timezone.utc), 'followersCount': 1446, 'friendsCount': 3393, 'statusesCount': 1176, 'favouritesCount': 637, 'listedCount': 1, 'mediaCount': 344, 'location': 'Hyderabad, INDIA.', 'protected': False, 'linkUrl': 'https://milaap.org/fundraisers/support-lalitha-sampathi-1', 'linkTcourl': 'https://t.co/A7JtaUatot', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590940317930225665/onbMmAjp_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1386862333545172998/1661241663', 'label': None}",0,1,2,0,en,"['food', 'education', 'homeless', 'support']"
#FOOD,"{'username': 'DrakeyFoodBot', 'id': 3023399693, 'displayname': 'FoodBot', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 2, 7, 16, 25, 19, tzinfo=datetime.timezone.utc), 'followersCount': 11, 'friendsCount': 4, 'statusesCount': 71823, 'favouritesCount': 0, 'listedCount': 15, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/564408139525533696/fpby53kQ_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3023399693/1423400517', 'label': None}",0,0,0,0,qht,['FOOD']
#Food e #Music: Oggi in tutta la Marca parte la mobilitazione contro il cibo sintetico. Avviata raccolta di firme ... https://t.co/jlqfIkqzeV,"{'username': 'MENUETTOit', 'id': 625446484, 'displayname': 'MENUETTO', 'description': 'Menuetto - Composizione di Sapori.                                  \r\nMenù con colonna sonora. menuetto.it Siamo anche su huffingtonpost.it', 'rawDescription': 'Menuetto - Composizione di Sapori.                                  \r\nMenù con colonna sonora. http://t.co/NdXUtk7vrS Siamo anche su http://t.co/X9ExyC2Sk4', 'descriptionUrls': [{'text': 'menuetto.it', 'url': 'http://www.menuetto.it', 'tcourl': 'http://t.co/NdXUtk7vrS', 'indices': (95, 117)}, {'text': 'huffingtonpost.it', 'url': 'http://www.huffingtonpost.it/', 'tcourl': 'http://t.co/X9ExyC2Sk4', 'indices': (133, 155)}], 'verified': False, 'created': datetime.datetime(2012, 7, 3, 10, 20, 8, tzinfo=datetime.timezone.utc), 'followersCount': 2064, 'friendsCount': 638, 'statusesCount': 85525, 'favouritesCount': 221, 'listedCount': 67, 'mediaCount': 251, 'location': 'Italy', 'protected': False, 'linkUrl': 'http://www.menuetto.it', 'linkTcourl': 'http://t.co/NdXUtk7vrS', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/2415705782/hf0iz9f8y1v3kbvf19k9_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625446484/1399989253', 'label': None}",0,0,0,0,it,"['Food', 'Music']"
#Food e #Music: Valgreghentino. Paola Damiani vince il 15° Festival Musica per il Maestro - Lecco Notizie https://t.co/jlqfIkr74t,"{'username': 'MENUETTOit', 'id': 625446484, 'displayname': 'MENUETTO', 'description': 'Menuetto - Composizione di Sapori.                                  \r\nMenù con colonna sonora. menuetto.it Siamo anche su huffingtonpost.it', 'rawDescription': 'Menuetto - Composizione di Sapori.                                  \r\nMenù con colonna sonora. http://t.co/NdXUtk7vrS Siamo anche su http://t.co/X9ExyC2Sk4', 'descriptionUrls': [{'text': 'menuetto.it', 'url': 'http://www.menuetto.it', 'tcourl': 'http://t.co/NdXUtk7vrS', 'indices': (95, 117)}, {'text': 'huffingtonpost.it', 'url': 'http://www.huffingtonpost.it/', 'tcourl': 'http://t.co/X9ExyC2Sk4', 'indices': (133, 155)}], 'verified': False, 'created': datetime.datetime(2012, 7, 3, 10, 20, 8, tzinfo=datetime.timezone.utc), 'followersCount': 2064, 'friendsCount': 638, 'statusesCount': 85525, 'favouritesCount': 221, 'listedCount': 67, 'mediaCount': 251, 'location': 'Italy', 'protected': False, 'linkUrl': 'http://www.menuetto.it', 'linkTcourl': 'http://t.co/NdXUtk7vrS', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/2415705782/hf0iz9f8y1v3kbvf19k9_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/625446484/1399989253', 'label': None}",0,0,0,0,it,"['Food', 'Music']"
"✨ Сніданок ✨

▫️гречана каша
▫️варений буряк з олією
▫️млинці з яблуками та сметаною

#щоденникхарчування #сніданок #ідеїдлясніданку #мійраціон #моїтарілки #щоприготувати #щопоїсти #раціон #меню #менюнадень #дневникпитания #фотоеды #фудблог #рецепти #food #фотоїжі #foodblogger https://t.co/P7aPSrfSpM","{'username': 'ainess__k', 'id': 1592039162269601792, 'displayname': 'Щоденник харчування', 'description': '🌱 Тут смачно 🌱\n✨ Фотографую свій раціон ✨', 'rawDescription': '🌱 Тут смачно 🌱\n✨ Фотографую свій раціон ✨', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 11, 14, 6, 20, 9, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 5, 'statusesCount': 1, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 1, 'location': 'Україна', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1592063117852385280/c6TBevAW_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1592039162269601792/1668412433', 'label': None}",0,0,0,0,uk,"['щоденникхарчування', 'сніданок', 'ідеїдлясніданку', 'мійраціон', 'моїтарілки', 'щоприготувати', 'щопоїсти', 'раціон', 'меню', 'менюнадень', 'дневникпитания', 'фотоеды', 'фудблог', 'рецепти', 'food', 'фотоїжі', 'foodblogger']"
"the oil.

To know more reach us at https://t.co/quIJnFxeQ2 or Call us @ 
+91 77607 85086

#cookingoil #healthyoil #oil #coconutoil #healthylifestyle #edibleoil #groundnutoil #pureoil #food #healthyfood #cooking #coldpressedoil #organic #sesameoil #natural #healthy #health","{'username': 'tastanifoods', 'id': 1349577681889681409, 'displayname': 'tastanifoods', 'description': 'The team at Tastani Foods is solely focused on bringing oils which is real and from nature available to everyone.', 'rawDescription': 'The team at Tastani Foods is solely focused on bringing oils which is real and from nature available to everyone.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 1, 14, 4, 42, 56, tzinfo=datetime.timezone.utc), 'followersCount': 742, 'friendsCount': 747, 'statusesCount': 647, 'favouritesCount': 10, 'listedCount': 2, 'mediaCount': 373, 'location': 'Mallathalli, Bangalore.', 'protected': False, 'linkUrl': 'https://www.tastanifoods.com/', 'linkTcourl': 'https://t.co/gZpo251VwY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349577933346619392/oQgYGMEK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1349577681889681409/1654002023', 'label': None}",1,0,0,0,en,"['cookingoil', 'healthyoil', 'oil', 'coconutoil', 'healthylifestyle', 'edibleoil', 'groundnutoil', 'pureoil', 'food', 'healthyfood', 'cooking', 'coldpressedoil', 'organic', 'sesameoil', 'natural', 'healthy', 'health']"
Wheres the Hello signal in the air.  #trending #facts #media #life #goals #economy #climate #business #career #food #podcast #invest #Home,"{'username': 'BNodoubts', 'id': 1056637493666291714, 'displayname': 'NoDoubt S & B', 'description': 'The good stuff beyond trend.\n\nFeaturing THE ULTIMATE UNDERGROUND PODCAST\nIG', 'rawDescription': 'The good stuff beyond trend.\n\nFeaturing THE ULTIMATE UNDERGROUND PODCAST\nIG', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 10, 28, 20, 3, 4, tzinfo=datetime.timezone.utc), 'followersCount': 496, 'friendsCount': 128, 'statusesCount': 21233, 'favouritesCount': 4157, 'listedCount': 3, 'mediaCount': 85, 'location': 'Everywhere', 'protected': False, 'linkUrl': 'https://www.facebook.com/the1nodoubtsnb', 'linkTcourl': 'https://t.co/ZZddpdoede', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590906721790267392/iTra85eC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1056637493666291714/1668135813', 'label': None}",0,0,1,0,en,"['trending', 'facts', 'media', 'life', 'goals', 'economy', 'climate', 'business', 'career', 'food', 'podcast', 'invest', 'Home']"
"We are back, better and bigger
#processedfood #nutrition #healthyfood #food #realfood #fitness #healthylifestyle #health  #processedfoods  #healthyfats #lowcarb #sugarfree #nutritionist  #healthy #lowcarbplayground  #healthyeating https://t.co/fmdmF0w4Ro","{'username': 'KafeelahA', 'id': 3834795257, 'displayname': 'Kafeelah Ayantola', 'description': 'Entrepreneur/ Healthy Food Processor /Healthy Eating Advocate/ Social Entrepreneur/.', 'rawDescription': 'Entrepreneur/ Healthy Food Processor /Healthy Eating Advocate/ Social Entrepreneur/.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 10, 1, 15, 56, 34, tzinfo=datetime.timezone.utc), 'followersCount': 28, 'friendsCount': 124, 'statusesCount': 90, 'favouritesCount': 20, 'listedCount': 3, 'mediaCount': 2, 'location': 'Nigeria ', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1591348270797832192/Lyt1o0Na_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3834795257/1520788958', 'label': None}",0,0,0,0,en,"['processedfood', 'nutrition', 'healthyfood', 'food', 'realfood', 'fitness', 'healthylifestyle', 'health', 'processedfoods', 'healthyfats', 'lowcarb', 'sugarfree', 'nutritionist', 'healthy', 'lowcarbplayground', 'healthyeating']"
Product Manager - Spalding - MorePeople  #food #drink #manufacturing https://t.co/ZCJv9HWamd,"{'username': 'Foodmanjobs', 'id': 19018013, 'displayname': 'Foodmanjobs', 'description': 'Recruitment partner of @foodmanufacture\nLooking to recruit? Contact Jobs@foodmanufacture.co.uk or call 01293 846589\nFoodmanjobs is a William Reed product', 'rawDescription': 'Recruitment partner of @foodmanufacture\nLooking to recruit? Contact Jobs@foodmanufacture.co.uk or call 01293 846589\nFoodmanjobs is a William Reed product', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 1, 15, 10, 55, 30, tzinfo=datetime.timezone.utc), 'followersCount': 2325, 'friendsCount': 2895, 'statusesCount': 29297, 'favouritesCount': 1300, 'listedCount': 37, 'mediaCount': 93, 'location': 'United Kingdom', 'protected': False, 'linkUrl': 'http://jobs.foodmanufacture.co.uk', 'linkTcourl': 'https://t.co/gOtu9tUp1j', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/525196579049713664/3EtSYOgy_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/19018013/1398685380', 'label': None}",0,0,0,0,en,"['food', 'drink', 'manufacturing']"
"Quick and Easy Cake Recipes you must try
 #cake #easyrecipes #recipes #food  
 https://t.co/DlP1J4mJRu","{'username': 'yina3535', 'id': 1565373543378206720, 'displayname': 'yina', 'description': 'Media', 'rawDescription': 'Media', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 9, 1, 16, 18, 47, tzinfo=datetime.timezone.utc), 'followersCount': 30, 'friendsCount': 8, 'statusesCount': 46, 'favouritesCount': 18, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1565373770055155712/nlsvMBc3_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,en,"['cake', 'easyrecipes', 'recipes', 'food']"
"Yes, you can freeze stuffing for up to 3 months. You can freeze both cooked and uncooked stuffing and it actually freezes really well. 

Learn more: https://t.co/K3uwhrLw59 

#stuffing #food #foodie #foodhacks #cooking #cook #cookingtips #leftovers https://t.co/dRvGjc8eDz","{'username': 'FreezeItUk', 'id': 1214931805092139022, 'displayname': 'Freeze It', 'description': 'Discover How to Freeze Any Ingredients or Dishes 🥶', 'rawDescription': 'Discover How to Freeze Any Ingredients or Dishes 🥶', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 1, 8, 15, 28, 37, tzinfo=datetime.timezone.utc), 'followersCount': 19, 'friendsCount': 1, 'statusesCount': 1005, 'favouritesCount': 131, 'listedCount': 0, 'mediaCount': 862, 'location': 'United Kingdom', 'protected': False, 'linkUrl': 'https://freezeit.co.uk/', 'linkTcourl': 'https://t.co/EbNyBIsCJx', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1214952940252942337/Jh1Y87Xb_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1214931805092139022/1578502330', 'label': None}",0,0,0,0,en,"['stuffing', 'food', 'foodie', 'foodhacks', 'cooking', 'cook', 'cookingtips', 'leftovers']"
The short patience is what ruins The world.  #trending #facts #media #life #goals #economy #climate #business #career #food #podcast #invest #Home,"{'username': 'BNodoubts', 'id': 1056637493666291714, 'displayname': 'NoDoubt S & B', 'description': 'The good stuff beyond trend.\n\nFeaturing THE ULTIMATE UNDERGROUND PODCAST\nIG', 'rawDescription': 'The good stuff beyond trend.\n\nFeaturing THE ULTIMATE UNDERGROUND PODCAST\nIG', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 10, 28, 20, 3, 4, tzinfo=datetime.timezone.utc), 'followersCount': 496, 'friendsCount': 128, 'statusesCount': 21233, 'favouritesCount': 4157, 'listedCount': 3, 'mediaCount': 85, 'location': 'Everywhere', 'protected': False, 'linkUrl': 'https://www.facebook.com/the1nodoubtsnb', 'linkTcourl': 'https://t.co/ZZddpdoede', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590906721790267392/iTra85eC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1056637493666291714/1668135813', 'label': None}",0,1,2,0,en,"['trending', 'facts', 'media', 'life', 'goals', 'economy', 'climate', 'business', 'career', 'food', 'podcast', 'invest', 'Home']"
"Good morning Uganda !
Kick start your week with our house breakfast combo this morning.
Dine in or order via the Stabexapp for deliveries and amazing offers

#breakfast #yummy #foodie #foodstagram #stabexapp #food https://t.co/xPbEr7v3i9","{'username': 'StaCafe_Lounge', 'id': 1372102841272262656, 'displayname': 'Sta Cafe & Lounge', 'description': 'Embrace a new experience & enjoy a variety of mouth watering meals at Sta Cafe & Lounge. Download our App via the link below to place your orders.', 'rawDescription': 'Embrace a new experience & enjoy a variety of mouth watering meals at Sta Cafe & Lounge. Download our App via the link below to place your orders.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 17, 8, 30, 6, tzinfo=datetime.timezone.utc), 'followersCount': 1163, 'friendsCount': 733, 'statusesCount': 651, 'favouritesCount': 220, 'listedCount': 4, 'mediaCount': 628, 'location': 'Lubiri, Mengo Hill Rd', 'protected': False, 'linkUrl': 'https://urlgeni.us/Stabexapp', 'linkTcourl': 'https://t.co/mpOHFWDa6h', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1417437462058647553/ThXUYx7f_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1372102841272262656/1646857613', 'label': None}",0,0,0,0,en,"['breakfast', 'yummy', 'foodie', 'foodstagram', 'stabexapp', 'food']"
"Bukas na ang HulChan Express sa Brgy. Pasolo para sa mga naghahanap ng #swak na Filipino food na may relaxing ambience! 

📍#31 Pasolo Road, Brgy. Pasolo Valenzuela City 

Follow us on TikTok @valenzuelacitygov 💙 

#valenzuelacity #supportlocal #foodtripph #valenzuelaeats #food https://t.co/NShkDkbhJh","{'username': 'valenzuelacity', 'id': 41062655, 'displayname': 'valenzuelacity', 'description': 'Official Twitter account of the City Government of Valenzuela. Tuloy ang Progreso, Valenzuela!\n\nlinktr.ee/valenzuelacity', 'rawDescription': 'Official Twitter account of the City Government of Valenzuela. Tuloy ang Progreso, Valenzuela!\n\nhttps://t.co/6uig1WRlk7', 'descriptionUrls': [{'text': 'linktr.ee/valenzuelacity', 'url': 'http://linktr.ee/valenzuelacity', 'tcourl': 'https://t.co/6uig1WRlk7', 'indices': (96, 119)}], 'verified': True, 'created': datetime.datetime(2009, 5, 19, 5, 32, 2, tzinfo=datetime.timezone.utc), 'followersCount': 121481, 'friendsCount': 688, 'statusesCount': 111612, 'favouritesCount': 15794, 'listedCount': 153, 'mediaCount': 33356, 'location': 'Valenzuela City, Philippines', 'protected': False, 'linkUrl': 'http://www.valenzuela.gov.ph', 'linkTcourl': 'https://t.co/wZ375z0z3P', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/605512284476030976/OUp3Axbs_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/41062655/1668168279', 'label': None}",2,0,1,0,tl,"['swak', 'valenzuelacity', 'supportlocal', 'foodtripph', 'valenzuelaeats', 'food']"
"#HappyChildrensDay #ChildrensDay Karupatti Treats - Available on Amazon : https://t.co/1nUuMJUkLg
 We don't Compromise with Taste, Quality &amp; Quantity ..!! #healthy #delicious #yummy #karupatti #karuppatitreats #sweet #கருப்பட்டி #palmyra #burfi #food #sweet #high #creativity https://t.co/zKKNpOGbtR","{'username': 'KarupattiTreats', 'id': 1338479183928782853, 'displayname': 'Karupatti Treats', 'description': '#Karuppatti - palm jaggery / panai vellam. Palm jaggery is a kind of sweetener used in South India. Karupatti has rich calcium content and blood purifying.', 'rawDescription': '#Karuppatti - palm jaggery / panai vellam. Palm jaggery is a kind of sweetener used in South India. Karupatti has rich calcium content and blood purifying.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 12, 14, 13, 41, 32, tzinfo=datetime.timezone.utc), 'followersCount': 10, 'friendsCount': 40, 'statusesCount': 51, 'favouritesCount': 11, 'listedCount': 0, 'mediaCount': 50, 'location': 'Surandai, India', 'protected': False, 'linkUrl': 'http://karupattitreats.com', 'linkTcourl': 'https://t.co/abruBv9Hzy', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1505127706198888451/0ZewKJOj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1338479183928782853/1607953536', 'label': None}",0,0,1,1,en,"['HappyChildrensDay', 'ChildrensDay', 'healthy', 'delicious', 'yummy', 'karupatti', 'karuppatitreats', 'sweet', 'கருப்பட்டி', 'palmyra', 'burfi', 'food', 'sweet', 'high', 'creativity']"
